Country,Code,Year,Death_earthquake,Death_total,Death_rate,log_Death_rate
Argentina,ARG,2016,0,331186.5496,1.14E-07,-7
Argentina,ARG,2017,0,332465.3298,1.14E-07,-7
Armenia,ARM,1990,0,24551.1716,1.14E-07,-7
Armenia,ARM,1991,0,25525.71131,1.14E-07,-7
Armenia,ARM,1992,0,27375.07809,1.14E-07,-7
Armenia,ARM,1993,0,27129.32933,1.14E-07,-7
Armenia,ARM,1994,0,26528.40711,1.14E-07,-7
Armenia,ARM,1995,0,25966.42315,1.14E-07,-7
Armenia,ARM,1996,0,25627.20439,1.14E-07,-7
Armenia,ARM,1997,0,24913.50796,1.14E-07,-7
Armenia,ARM,1998,0,24484.32758,1.14E-07,-7
Armenia,ARM,1999,0,24428.92294,1.14E-07,-7
Armenia,ARM,2000,0,24447.43995,1.14E-07,-7
Armenia,ARM,2001,0,24749.49401,1.14E-07,-7
Armenia,ARM,2002,0,25533.11777,1.14E-07,-7
Armenia,ARM,2003,0,25987.90035,1.14E-07,-7
Armenia,ARM,2004,0,25922.60949,1.14E-07,-7
Armenia,ARM,2005,0,26400.33112,1.14E-07,-7
Armenia,ARM,2006,0,26913.28031,1.14E-07,-7
Armenia,ARM,2007,0,27026.41911,1.14E-07,-7
Armenia,ARM,2008,0,27572.47169,1.14E-07,-7
Armenia,ARM,2009,0,27700.34334,1.14E-07,-7
Armenia,ARM,2010,0,27934.32946,1.14E-07,-7
Armenia,ARM,2011,0,27865.08194,1.14E-07,-7
Armenia,ARM,2012,0,27694.9273,1.14E-07,-7
Armenia,ARM,2013,0,27328.72766,1.14E-07,-7
Armenia,ARM,2014,0,27300.1958,1.14E-07,-7
Armenia,ARM,2015,0,27776.33403,1.14E-07,-7
Armenia,ARM,2016,0,28109.13063,1.14E-07,-7
Armenia,ARM,2017,0,28294.13046,1.14E-07,-7
Australia,AUS,1990,0,119532.2863,1.14E-07,-7
Australia,AUS,1991,0,119388.0999,1.14E-07,-7
Australia,AUS,1992,0,121939.4401,1.14E-07,-7
Australia,AUS,1993,0,121686.3613,1.14E-07,-7
Australia,AUS,1994,0,125396.313,1.14E-07,-7
Australia,AUS,1995,0,125421.1064,1.14E-07,-7
Australia,AUS,1996,0,127841.662,1.14E-07,-7
Australia,AUS,1997,0,128170.6467,1.14E-07,-7
Australia,AUS,1998,0,128188.6561,1.14E-07,-7
Australia,AUS,1999,0,128125.3359,1.14E-07,-7
Australia,AUS,2000,0,129387.1232,1.14E-07,-7
Australia,AUS,2001,0,129692.2457,1.14E-07,-7
Australia,AUS,2002,0,132179.151,1.14E-07,-7
Australia,AUS,2003,0,132104.9297,1.14E-07,-7
Australia,AUS,2004,0,132311.802,1.14E-07,-7
Australia,AUS,2005,0,132233.1123,1.14E-07,-7
Australia,AUS,2006,0,134222.1478,1.14E-07,-7
Australia,AUS,2007,0,139060.7289,1.14E-07,-7
Australia,AUS,2008,0,141832.7796,1.14E-07,-7
Australia,AUS,2009,0,143063.1994,1.14E-07,-7
Australia,AUS,2010,0,143865.0066,1.14E-07,-7
Australia,AUS,2011,0,146842.8658,1.14E-07,-7
Australia,AUS,2012,0,146799.945,1.14E-07,-7
Australia,AUS,2013,0,148925.8494,1.14E-07,-7
Australia,AUS,2014,0,154570.2527,1.14E-07,-7
Australia,AUS,2015,0,160006.2048,1.14E-07,-7
Australia,AUS,2016,0,164557.3273,1.14E-07,-7
Australia,AUS,2017,0,170872.3863,1.14E-07,-7
Austria,AUT,1990,0,83010.36227,1.14E-07,-7
Austria,AUT,1991,0,83394.98836,1.14E-07,-7
Austria,AUT,1992,0,82764.84968,1.14E-07,-7
Austria,AUT,1993,0,82456.49404,1.14E-07,-7
Austria,AUT,1994,0,80986.47605,1.14E-07,-7
Austria,AUT,1995,0,81020.67491,1.14E-07,-7
Austria,AUT,1996,0,80814.7284,1.14E-07,-7
Austria,AUT,1997,0,78600.25664,1.14E-07,-7
Austria,AUT,1999,0,77647.32036,1.14E-07,-7
Austria,AUT,2000,0,77231.61623,1.14E-07,-7
Austria,AUT,2001,0,75463.74137,1.14E-07,-7
Austria,AUT,2002,0,75769.52828,1.14E-07,-7
Austria,AUT,2003,0,76070.66142,1.14E-07,-7
Austria,AUT,2004,0,74673.54976,1.14E-07,-7
Austria,AUT,2005,0,75372.90067,1.14E-07,-7
Austria,AUT,2006,0,73988.12291,1.14E-07,-7
Austria,AUT,2007,0,74841.41933,1.14E-07,-7
Austria,AUT,2008,0,74737.64625,1.14E-07,-7
Austria,AUT,2009,0,76683.30796,1.14E-07,-7
Austria,AUT,2010,0,77031.01236,1.14E-07,-7
Austria,AUT,2011,0,77868.00972,1.14E-07,-7
Austria,AUT,2012,0,78412.85282,1.14E-07,-7
Austria,AUT,2013,0,78632.25417,1.14E-07,-7
Austria,AUT,2014,0,79204.09846,1.14E-07,-7
Austria,AUT,2015,0,80520.61277,1.14E-07,-7
Austria,AUT,2016,0,80513.20609,1.14E-07,-7
Austria,AUT,2017,0,81371.37953,1.14E-07,-7
Azerbaijan,AZE,1990,0,54905.29795,1.14E-07,-7
Azerbaijan,AZE,1991,0,57643.92958,1.14E-07,-7
Azerbaijan,AZE,1992,0,65161.09296,1.14E-07,-7
Azerbaijan,AZE,1993,0,66164.44788,1.14E-07,-7
Azerbaijan,AZE,1994,0,70055.99696,1.14E-07,-7
Azerbaijan,AZE,1995,0,64979.44473,1.14E-07,-7
Azerbaijan,AZE,1996,0,64290.39452,1.14E-07,-7
Azerbaijan,AZE,1997,0,63239.18578,1.14E-07,-7
Azerbaijan,AZE,1998,0,62552.66589,1.14E-07,-7
Azerbaijan,AZE,2001,0,60644.1703,1.14E-07,-7
Azerbaijan,AZE,2002,0,62204.65378,1.14E-07,-7
Azerbaijan,AZE,2003,0,64114.16392,1.14E-07,-7
Azerbaijan,AZE,2004,0,64611.71176,1.14E-07,-7
Azerbaijan,AZE,2005,0,65817.52633,1.14E-07,-7
Azerbaijan,AZE,2006,0,66195.94209,1.14E-07,-7
Azerbaijan,AZE,2007,0,65272.57604,1.14E-07,-7
Azerbaijan,AZE,2008,0,66141.18971,1.14E-07,-7
Azerbaijan,AZE,2009,0,66897.52837,1.14E-07,-7
Azerbaijan,AZE,2010,0,67987.12169,1.14E-07,-7
Azerbaijan,AZE,2011,0,69176.24173,1.14E-07,-7
Azerbaijan,AZE,2012,0,69795.28895,1.14E-07,-7
Azerbaijan,AZE,2013,0,70303.87144,1.14E-07,-7
Azerbaijan,AZE,2014,0,71136.80588,1.14E-07,-7
Azerbaijan,AZE,2015,0,72040.3515,1.14E-07,-7
Azerbaijan,AZE,2016,0,73827.84035,1.14E-07,-7
Azerbaijan,AZE,2017,0,75511.84081,1.14E-07,-7
Bangladesh,BGD,1990,0,1167803.264,1.14E-07,-7
Bangladesh,BGD,1991,0,1247866.565,1.14E-07,-7
Bangladesh,BGD,1992,0,1078356.282,1.14E-07,-7
Bangladesh,BGD,1993,0,1043435.579,1.14E-07,-7
Bangladesh,BGD,1994,0,1012668.75,1.14E-07,-7
Bangladesh,BGD,1995,0,996091.0106,1.14E-07,-7
Bangladesh,BGD,1996,0,965767.2122,1.14E-07,-7
Bangladesh,BGD,1997,0,940316.4119,1.14E-07,-7
Bangladesh,BGD,1998,0,917184.8426,1.14E-07,-7
Bangladesh,BGD,2000,0,896340.2132,1.14E-07,-7
Bangladesh,BGD,2001,0,888463.4111,1.14E-07,-7
Bangladesh,BGD,2002,0,885833.4886,1.14E-07,-7
Bangladesh,BGD,2004,0,880876.8157,1.14E-07,-7
Bangladesh,BGD,2005,0,880078.9361,1.14E-07,-7
Bangladesh,BGD,2006,0,876450.0055,1.14E-07,-7
Bangladesh,BGD,2007,0,886240.1979,1.14E-07,-7
Bangladesh,BGD,2008,0,882139.2316,1.14E-07,-7
Bangladesh,BGD,2009,0,871276.3631,1.14E-07,-7
Bangladesh,BGD,2010,0,873436.2781,1.14E-07,-7
Bangladesh,BGD,2011,0,853021.5598,1.14E-07,-7
Bangladesh,BGD,2012,0,836199.3028,1.14E-07,-7
Bangladesh,BGD,2013,0,834068.3076,1.14E-07,-7
Bangladesh,BGD,2014,0,848323.8097,1.14E-07,-7
Bangladesh,BGD,2015,0,851634.8533,1.14E-07,-7
Bangladesh,BGD,2016,0,863070.0689,1.14E-07,-7
Bangladesh,BGD,2017,0,887218.6314,1.14E-07,-7
Barbados,BRB,1990,0,2301.893646,1.14E-07,-7
Barbados,BRB,1991,0,2320.972978,1.14E-07,-7
Barbados,BRB,1992,0,2344.815987,1.14E-07,-7
Barbados,BRB,1993,0,2375.94253,1.14E-07,-7
Barbados,BRB,1994,0,2431.482395,1.14E-07,-7
Barbados,BRB,1995,0,2394.804285,1.14E-07,-7
Barbados,BRB,1996,0,2350.668019,1.14E-07,-7
Barbados,BRB,1997,0,2383.534044,1.14E-07,-7
Barbados,BRB,1998,0,2373.827069,1.14E-07,-7
Barbados,BRB,1999,0,2357.762101,1.14E-07,-7
Barbados,BRB,2000,0,2356.381272,1.14E-07,-7
Barbados,BRB,2001,0,2305.159059,1.14E-07,-7
Barbados,BRB,2002,0,2338.450092,1.14E-07,-7
Barbados,BRB,2003,0,2343.912761,1.14E-07,-7
Barbados,BRB,2004,0,2371.078467,1.14E-07,-7
Barbados,BRB,2005,0,2393.573531,1.14E-07,-7
Barbados,BRB,2006,0,2363.743704,1.14E-07,-7
Barbados,BRB,2007,0,2342.751263,1.14E-07,-7
Barbados,BRB,2008,0,2349.29796,1.14E-07,-7
Barbados,BRB,2009,0,2332.051036,1.14E-07,-7
Barbados,BRB,2010,0,2371.631728,1.14E-07,-7
Barbados,BRB,2011,0,2417.079056,1.14E-07,-7
Barbados,BRB,2012,0,2434.787965,1.14E-07,-7
Barbados,BRB,2013,0,2495.99494,1.14E-07,-7
Barbados,BRB,2014,0,2577.920128,1.14E-07,-7
Barbados,BRB,2015,0,2648.835986,1.14E-07,-7
Barbados,BRB,2016,0,2709.727015,1.14E-07,-7
Barbados,BRB,2017,0,2778.11275,1.14E-07,-7
Belgium,BEL,1990,0,104527.5438,1.14E-07,-7
Belgium,BEL,1991,0,103740.3003,1.14E-07,-7
Belgium,BEL,1992,0,104507.8452,1.14E-07,-7
Belgium,BEL,1993,0,105007.5404,1.14E-07,-7
Belgium,BEL,1994,0,104880.0139,1.14E-07,-7
Belgium,BEL,1995,0,104961.2111,1.14E-07,-7
Belgium,BEL,1996,0,104199.8927,1.14E-07,-7
Belgium,BEL,1997,0,104248.2526,1.14E-07,-7
Belgium,BEL,1998,0,104259.336,1.14E-07,-7
Belgium,BEL,1999,0,104134.5299,1.14E-07,-7
Belgium,BEL,2000,0,104874.7306,1.14E-07,-7
Belgium,BEL,2001,0,104347.0227,1.14E-07,-7
Belgium,BEL,2002,0,105196.3944,1.14E-07,-7
Belgium,BEL,2003,0,104750.5813,1.14E-07,-7
Belgium,BEL,2004,0,102212.9543,1.14E-07,-7
Belgium,BEL,2005,0,102327.8735,1.14E-07,-7
Belgium,BEL,2006,0,100606.6424,1.14E-07,-7
Belgium,BEL,2007,0,102536.83,1.14E-07,-7
Belgium,BEL,2008,0,104136.3384,1.14E-07,-7
Belgium,BEL,2009,0,104597.2303,1.14E-07,-7
Belgium,BEL,2010,0,104516.6278,1.14E-07,-7
Belgium,BEL,2011,0,106031.4568,1.14E-07,-7
Belgium,BEL,2012,0,107883.1619,1.14E-07,-7
Belgium,BEL,2013,0,108324.3706,1.14E-07,-7
Belgium,BEL,2014,0,105951.5993,1.14E-07,-7
Belgium,BEL,2015,0,108659.219,1.14E-07,-7
Belgium,BEL,2016,0,107928.9859,1.14E-07,-7
Belgium,BEL,2017,0,108891.579,1.14E-07,-7
Bhutan,BTN,1990,0,4903.638182,1.14E-07,-7
Bhutan,BTN,1991,0,4772.50268,1.14E-07,-7
Bhutan,BTN,1992,0,4612.911402,1.14E-07,-7
Bhutan,BTN,1993,0,4508.130654,1.14E-07,-7
Bhutan,BTN,1994,0,4454.727088,1.14E-07,-7
Bhutan,BTN,1995,0,4331.658517,1.14E-07,-7
Bhutan,BTN,1996,0,4215.00325,1.14E-07,-7
Bhutan,BTN,1997,0,4159.493092,1.14E-07,-7
Bhutan,BTN,1998,0,4088.910594,1.14E-07,-7
Bhutan,BTN,1999,0,4007.279816,1.14E-07,-7
Bhutan,BTN,2000,0,4169.904601,1.14E-07,-7
Bhutan,BTN,2001,0,3919.580745,1.14E-07,-7
Bhutan,BTN,2002,0,3871.706329,1.14E-07,-7
Bhutan,BTN,2003,0,3849.544129,1.14E-07,-7
Bhutan,BTN,2004,0,3829.640915,1.14E-07,-7
Bhutan,BTN,2005,0,3825.587663,1.14E-07,-7
Bhutan,BTN,2006,0,3823.782099,1.14E-07,-7
Bhutan,BTN,2007,0,3822.382147,1.14E-07,-7
Bhutan,BTN,2008,0,3837.747717,1.14E-07,-7
Bhutan,BTN,2010,0,3880.58504,1.14E-07,-7
Bhutan,BTN,2011,0,3906.000415,1.14E-07,-7
Bhutan,BTN,2012,0,3933.683379,1.14E-07,-7
Bhutan,BTN,2013,0,3968.686221,1.14E-07,-7
Bhutan,BTN,2014,0,4005.724067,1.14E-07,-7
Bhutan,BTN,2015,0,4045.8356,1.14E-07,-7
Bhutan,BTN,2016,0,4089.809394,1.14E-07,-7
Bhutan,BTN,2017,0,4139.807722,1.14E-07,-7
Bolivia,BOL,1990,0,63426.67926,1.14E-07,-7
Bolivia,BOL,1991,0,63313.58224,1.14E-07,-7
Bolivia,BOL,1992,0,63162.52346,1.14E-07,-7
Bolivia,BOL,1993,0,62721.31184,1.14E-07,-7
Bolivia,BOL,1995,0,61551.63617,1.14E-07,-7
Bolivia,BOL,1996,0,61024.68796,1.14E-07,-7
Bolivia,BOL,1997,0,60918.30301,1.14E-07,-7
Bolivia,BOL,1999,0,60005.73377,1.14E-07,-7
Bolivia,BOL,2000,0,59568.63333,1.14E-07,-7
Bolivia,BOL,2001,0,59023.04776,1.14E-07,-7
Bolivia,BOL,2002,0,59185.54816,1.14E-07,-7
Bolivia,BOL,2003,0,59094.87625,1.14E-07,-7
Bolivia,BOL,2004,0,59074.00437,1.14E-07,-7
Bolivia,BOL,2005,0,59313.26461,1.14E-07,-7
Bolivia,BOL,2006,0,59555.27209,1.14E-07,-7
Bolivia,BOL,2007,0,60124.79469,1.14E-07,-7
Bolivia,BOL,2008,0,60482.46888,1.14E-07,-7
Bolivia,BOL,2009,0,60825.07046,1.14E-07,-7
Bolivia,BOL,2010,0,61400.39012,1.14E-07,-7
Bolivia,BOL,2011,0,62075.06609,1.14E-07,-7
Bolivia,BOL,2012,0,62590.80001,1.14E-07,-7
Bolivia,BOL,2013,0,63400.69142,1.14E-07,-7
Bolivia,BOL,2014,0,64197.91533,1.14E-07,-7
Bolivia,BOL,2015,0,64837.42569,1.14E-07,-7
Bolivia,BOL,2016,0,65728.7424,1.14E-07,-7
Bolivia,BOL,2017,0,66605.36917,1.14E-07,-7
Bosnia and Herzegovina,BIH,1990,0,27945.26892,1.14E-07,-7
Bosnia and Herzegovina,BIH,1991,0,30646.88338,1.14E-07,-7
Bosnia and Herzegovina,BIH,1992,0,39903.83336,1.14E-07,-7
Bosnia and Herzegovina,BIH,1993,0,38400.14153,1.14E-07,-7
Bosnia and Herzegovina,BIH,1994,0,35783.02831,1.14E-07,-7
Bosnia and Herzegovina,BIH,1995,0,41991.17268,1.14E-07,-7
Bosnia and Herzegovina,BIH,1996,0,31082.2015,1.14E-07,-7
Bosnia and Herzegovina,BIH,1997,0,29915.83657,1.14E-07,-7
Bosnia and Herzegovina,BIH,1998,0,28619.94224,1.14E-07,-7
Bosnia and Herzegovina,BIH,1999,0,29050.19411,1.14E-07,-7
Bosnia and Herzegovina,BIH,2000,0,29534.56706,1.14E-07,-7
Bosnia and Herzegovina,BIH,2001,0,29979.54795,1.14E-07,-7
Bosnia and Herzegovina,BIH,2002,0,30426.66767,1.14E-07,-7
Bosnia and Herzegovina,BIH,2003,0,30252.79768,1.14E-07,-7
Bosnia and Herzegovina,BIH,2004,0,30572.113,1.14E-07,-7
Bosnia and Herzegovina,BIH,2005,0,32192.37426,1.14E-07,-7
Bosnia and Herzegovina,BIH,2006,0,32672.46028,1.14E-07,-7
Bosnia and Herzegovina,BIH,2007,0,34207.2418,1.14E-07,-7
Bosnia and Herzegovina,BIH,2008,0,33449.63069,1.14E-07,-7
Bosnia and Herzegovina,BIH,2009,0,34198.44262,1.14E-07,-7
Bosnia and Herzegovina,BIH,2010,0,34502.84451,1.14E-07,-7
Bosnia and Herzegovina,BIH,2011,0,34812.40626,1.14E-07,-7
Bosnia and Herzegovina,BIH,2012,0,34849.25705,1.14E-07,-7
Bosnia and Herzegovina,BIH,2013,0,35480.43877,1.14E-07,-7
Bosnia and Herzegovina,BIH,2014,0,36027.76964,1.14E-07,-7
Bosnia and Herzegovina,BIH,2016,0,36950.24876,1.14E-07,-7
Bosnia and Herzegovina,BIH,2017,0,37010.53831,1.14E-07,-7
Brazil,BRA,1990,0,959087.8552,1.14E-07,-7
Brazil,BRA,1991,0,950405.9687,1.14E-07,-7
Brazil,BRA,1992,0,958844.6136,1.14E-07,-7
Brazil,BRA,1993,0,981326.8308,1.14E-07,-7
Brazil,BRA,1994,0,989851.3226,1.14E-07,-7
Brazil,BRA,1995,0,995239.6279,1.14E-07,-7
Brazil,BRA,1996,0,996429.7511,1.14E-07,-7
Brazil,BRA,1997,0,995278.8942,1.14E-07,-7
Brazil,BRA,1998,0,1005934.872,1.14E-07,-7
Brazil,BRA,1999,0,1016194.223,1.14E-07,-7
Brazil,BRA,2000,0,1020207.947,1.14E-07,-7
Brazil,BRA,2001,0,1028999.951,1.14E-07,-7
Brazil,BRA,2002,0,1042034.059,1.14E-07,-7
Brazil,BRA,2003,0,1060727.191,1.14E-07,-7
Brazil,BRA,2004,0,1071394.828,1.14E-07,-7
Brazil,BRA,2005,0,1067679.618,1.14E-07,-7
Brazil,BRA,2006,0,1080376.183,1.14E-07,-7
Brazil,BRA,2008,0,1115504.127,1.14E-07,-7
Brazil,BRA,2009,0,1139786.637,1.14E-07,-7
Brazil,BRA,2010,0,1164808.669,1.14E-07,-7
Brazil,BRA,2011,0,1191114.562,1.14E-07,-7
Brazil,BRA,2012,0,1202816.602,1.14E-07,-7
Brazil,BRA,2013,0,1224864.26,1.14E-07,-7
Brazil,BRA,2014,0,1241913.209,1.14E-07,-7
Brazil,BRA,2015,0,1267922.296,1.14E-07,-7
Brazil,BRA,2016,0,1312303.308,1.14E-07,-7
Brazil,BRA,2017,0,1349150.422,1.14E-07,-7
Bulgaria,BGR,1990,0,102999.6346,1.14E-07,-7
Bulgaria,BGR,1991,0,102385.9606,1.14E-07,-7
Bulgaria,BGR,1992,0,105761.6281,1.14E-07,-7
Bulgaria,BGR,1993,0,106864.3183,1.14E-07,-7
Bulgaria,BGR,1994,0,111571.5615,1.14E-07,-7
Bulgaria,BGR,1995,0,113665.286,1.14E-07,-7
Bulgaria,BGR,1996,0,115359.9394,1.14E-07,-7
Bulgaria,BGR,1997,0,120002.2143,1.14E-07,-7
Bulgaria,BGR,1998,0,116172.8459,1.14E-07,-7
Bulgaria,BGR,1999,0,112460.1047,1.14E-07,-7
Bulgaria,BGR,2000,0,114129.8948,1.14E-07,-7
Bulgaria,BGR,2001,0,112710.1146,1.14E-07,-7
Bulgaria,BGR,2002,0,111954.678,1.14E-07,-7
Bulgaria,BGR,2003,0,110784.015,1.14E-07,-7
Bulgaria,BGR,2004,0,110914.0134,1.14E-07,-7
Bulgaria,BGR,2005,0,112703.7514,1.14E-07,-7
Bulgaria,BGR,2006,0,113861.6424,1.14E-07,-7
Bulgaria,BGR,2007,0,112257.7866,1.14E-07,-7
Bulgaria,BGR,2008,0,110206.4534,1.14E-07,-7
Bulgaria,BGR,2009,0,108923.2156,1.14E-07,-7
Bulgaria,BGR,2010,0,109244.2437,1.14E-07,-7
Bulgaria,BGR,2011,0,108793.3722,1.14E-07,-7
Bulgaria,BGR,2012,0,107075.3501,1.14E-07,-7
Bulgaria,BGR,2013,0,105495.6527,1.14E-07,-7
Bulgaria,BGR,2014,0,109001.8921,1.14E-07,-7
Bulgaria,BGR,2015,0,107356.3842,1.14E-07,-7
Bulgaria,BGR,2016,0,107199.0903,1.14E-07,-7
Bulgaria,BGR,2017,0,107619.3912,1.14E-07,-7
Burundi,BDI,1990,0,86915.09233,1.14E-07,-7
Burundi,BDI,1991,0,88640.17802,1.14E-07,-7
Burundi,BDI,1992,0,89297.11144,1.14E-07,-7
Burundi,BDI,1993,0,90463.06273,1.14E-07,-7
Burundi,BDI,1994,0,106647.955,1.14E-07,-7
Burundi,BDI,1995,0,108897.6548,1.14E-07,-7
Burundi,BDI,1996,0,110773.0368,1.14E-07,-7
Burundi,BDI,1997,0,112857.4273,1.14E-07,-7
Burundi,BDI,1998,0,112033.0771,1.14E-07,-7
Burundi,BDI,1999,0,112321.4089,1.14E-07,-7
Burundi,BDI,2000,0,113107.694,1.14E-07,-7
Burundi,BDI,2001,0,111195.1049,1.14E-07,-7
Burundi,BDI,2002,0,109078.8553,1.14E-07,-7
Burundi,BDI,2003,0,107452.4977,1.14E-07,-7
Burundi,BDI,2005,0,102902.3108,1.14E-07,-7
Burundi,BDI,2006,0,87846.69656,1.14E-07,-7
Burundi,BDI,2007,0,85405.82126,1.14E-07,-7
Burundi,BDI,2008,0,83911.38727,1.14E-07,-7
Burundi,BDI,2009,0,82462.27485,1.14E-07,-7
Burundi,BDI,2010,0,81229.0154,1.14E-07,-7
Burundi,BDI,2011,0,79910.915,1.14E-07,-7
Burundi,BDI,2012,0,79315.87322,1.14E-07,-7
Burundi,BDI,2013,0,79133.50984,1.14E-07,-7
Burundi,BDI,2014,0,79169.68561,1.14E-07,-7
Burundi,BDI,2015,0,80227.21629,1.14E-07,-7
Burundi,BDI,2016,0,80778.75677,1.14E-07,-7
Burundi,BDI,2017,0,81916.8345,1.14E-07,-7
Canada,CAN,1990,0,192575.5294,1.14E-07,-7
Canada,CAN,1991,0,195135.4234,1.14E-07,-7
Canada,CAN,1992,0,198443.2059,1.14E-07,-7
Canada,CAN,1993,0,204127.8378,1.14E-07,-7
Canada,CAN,1994,0,207083.9564,1.14E-07,-7
Canada,CAN,1995,0,211515.9957,1.14E-07,-7
Canada,CAN,1996,0,213599.5232,1.14E-07,-7
Canada,CAN,1997,0,214577.0793,1.14E-07,-7
Canada,CAN,1998,0,217409.8345,1.14E-07,-7
Canada,CAN,1999,0,218676.3577,1.14E-07,-7
Canada,CAN,2000,0,218798.9294,1.14E-07,-7
Canada,CAN,2001,0,220212.7902,1.14E-07,-7
Canada,CAN,2002,0,223466.0247,1.14E-07,-7
Canada,CAN,2003,0,226424.6014,1.14E-07,-7
Canada,CAN,2004,0,226973.5142,1.14E-07,-7
Canada,CAN,2005,0,230601.2821,1.14E-07,-7
Canada,CAN,2006,0,230423.8788,1.14E-07,-7
Canada,CAN,2007,0,235837.9698,1.14E-07,-7
Canada,CAN,2008,0,239997.0356,1.14E-07,-7
Canada,CAN,2009,0,240837.5074,1.14E-07,-7
Canada,CAN,2010,0,241226.8494,1.14E-07,-7
Canada,CAN,2011,0,242694.4394,1.14E-07,-7
Canada,CAN,2013,0,251524.9576,1.14E-07,-7
Canada,CAN,2014,0,260617.5631,1.14E-07,-7
Canada,CAN,2015,0,269392.5243,1.14E-07,-7
Canada,CAN,2016,0,273284.5151,1.14E-07,-7
Canada,CAN,2017,0,279402.9612,1.14E-07,-7
Chile,CHL,1990,0,78748.43418,1.14E-07,-7
Chile,CHL,1991,0,74926.53383,1.14E-07,-7
Chile,CHL,1992,0,73458.03997,1.14E-07,-7
Chile,CHL,1993,0,76005.28031,1.14E-07,-7
Chile,CHL,1994,0,77518.79355,1.14E-07,-7
Chile,CHL,1996,0,79578.10319,1.14E-07,-7
Chile,CHL,1998,0,80635.13319,1.14E-07,-7
Chile,CHL,1999,0,81382.79412,1.14E-07,-7
Chile,CHL,2000,0,79698.28376,1.14E-07,-7
Chile,CHL,2001,0,82755.2634,1.14E-07,-7
Chile,CHL,2002,0,81876.11138,1.14E-07,-7
Chile,CHL,2003,0,84472.62251,1.14E-07,-7
Chile,CHL,2004,0,86005.25589,1.14E-07,-7
Chile,CHL,2006,0,86536.06402,1.14E-07,-7
Chile,CHL,2008,0,88040.5231,1.14E-07,-7
Chile,CHL,2009,0,93006.47151,1.14E-07,-7
Chile,CHL,2011,0,96333.67079,1.14E-07,-7
Chile,CHL,2013,0,100799.1971,1.14E-07,-7
Chile,CHL,2016,0,108049.6719,1.14E-07,-7
China,CHN,1991,0,8252949.219,1.14E-07,-7
China,CHN,1992,0,8294655.801,1.14E-07,-7
China,CHN,1994,0,8308345.101,1.14E-07,-7
China,CHN,2016,0,10370015.73,1.14E-07,-7
Colombia,COL,1990,0,169081.3588,1.14E-07,-7
Colombia,COL,1993,0,184651.6133,1.14E-07,-7
Colombia,COL,1996,0,192278.8466,1.14E-07,-7
Colombia,COL,1997,0,185880.0237,1.14E-07,-7
Colombia,COL,1998,0,186060.1159,1.14E-07,-7
Colombia,COL,2000,0,194780.7412,1.14E-07,-7
Colombia,COL,2001,0,199100.3204,1.14E-07,-7
Colombia,COL,2002,0,218880.969,1.14E-07,-7
Colombia,COL,2003,0,200687.2096,1.14E-07,-7
Colombia,COL,2004,0,200765.5115,1.14E-07,-7
Colombia,COL,2005,0,196518.7231,1.14E-07,-7
Colombia,COL,2006,0,200639.7925,1.14E-07,-7
Colombia,COL,2007,0,198943.8979,1.14E-07,-7
Colombia,COL,2009,0,207730.0138,1.14E-07,-7
Colombia,COL,2010,0,207868.4071,1.14E-07,-7
Colombia,COL,2011,0,203332.4482,1.14E-07,-7
Colombia,COL,2012,0,205450.8488,1.14E-07,-7
Colombia,COL,2013,0,208207.6518,1.14E-07,-7
Colombia,COL,2014,0,210653.3628,1.14E-07,-7
Colombia,COL,2015,0,219044.4892,1.14E-07,-7
Colombia,COL,2016,0,226957.5036,1.14E-07,-7
Colombia,COL,2017,0,234216.5811,1.14E-07,-7
Congo,COG,1990,0,30117.10353,1.14E-07,-7
Congo,COG,1991,0,31202.02299,1.14E-07,-7
Congo,COG,1993,0,34172.40167,1.14E-07,-7
Congo,COG,1994,0,35365.23218,1.14E-07,-7
Congo,COG,1995,0,36786.82431,1.14E-07,-7
Congo,COG,1996,0,38032.44723,1.14E-07,-7
Congo,COG,1997,0,49353.46674,1.14E-07,-7
Congo,COG,1998,0,43472.45344,1.14E-07,-7
Congo,COG,1999,0,41108.09704,1.14E-07,-7
Congo,COG,2000,0,40794.80752,1.14E-07,-7
Congo,COG,2001,0,40129.03823,1.14E-07,-7
Congo,COG,2003,0,40073.25686,1.14E-07,-7
Congo,COG,2004,0,39773.57802,1.14E-07,-7
Congo,COG,2006,0,38990.24509,1.14E-07,-7
Congo,COG,2007,0,38973.05491,1.14E-07,-7
Congo,COG,2009,0,37945.27037,1.14E-07,-7
Congo,COG,2010,0,37580.09095,1.14E-07,-7
Congo,COG,2011,0,36989.17,1.14E-07,-7
Congo,COG,2012,0,37147.78821,1.14E-07,-7
Congo,COG,2013,0,36917.26136,1.14E-07,-7
Congo,COG,2014,0,36874.00612,1.14E-07,-7
Congo,COG,2015,0,36901.73535,1.14E-07,-7
Congo,COG,2016,0,37153.59177,1.14E-07,-7
Congo,COG,2017,0,37911.61085,1.14E-07,-7
Costa Rica,CRI,1992,0,12407.52439,1.14E-07,-7
Costa Rica,CRI,1994,0,13511.72547,1.14E-07,-7
Costa Rica,CRI,1995,0,14180.38583,1.14E-07,-7
Costa Rica,CRI,1996,0,14011.95289,1.14E-07,-7
Costa Rica,CRI,1997,0,14263.80834,1.14E-07,-7
